Listing_id,Review_id,Date,Reviewer_name,Comments
48052353,731288216,2021/2/14,John,This place was really nice and comfortable.
52863776,6.07E+17,2022/4/17,Lam,"I definitely recommend this place and will book again next time I’m in Albany. The location was great. The place is very comfy and convenient, quiet as well. Lloyd has been great through the whole process: very accommodating and hyper-responsive."
6623339,404335993,2019/1/23,Roberto,As always Terra delivers only the best.
45528939,4.09E+17,2021/7/17,Rachel,"Very cute property close to many things. Great pizza place just a block away, meadery down stairs with friendly staff. Quick communication and ease of property access made a nice trip."
10768745,737765809,2021/3/9,Bibi,My daughter loved the place and Elizabeth as well. She said that the whole vibe was cozy (:
16531782,4.24E+17,2021/8/7,Brian,This was my place for a quick night coming through town. It was everything I needed and more. Great sitting places outside to sit and relax and drink a cup of coffee. The house is in a very quiet neighborhood. I would absolutely stay here again.
8.06E+17,8.70E+17,2023/4/14,Jennifer,"A classic brownstone with high ceilings, lots of natural light and hardwood floors. Although it hasn't been renovated in a while, it still felt luxurious to have so much space and was incredibly comfortable. The unexpected bonus was that the back of the brownstone was an open lawn/field/hill which meant nights were quiet, with little to no street noise. The walk to the capital complex was a snap and usually took the scenic route back to the AirBnB, walking through old town or through the park. In short, it was a great stay and will hopefully have opportunity to stay again on my next visit."
39873571,7.65E+17,2022/11/20,Bex,"I was thrilled with my stay here. Great communication, easy to get to and get into, fantastic location for what I like to do in Albany. I cannot recommend this place highly enough, and would gladly rent it again in the future."
35914565,5.68E+17,2022/2/22,Lakisha,Diana’s place was well organized and clean. She was very polite and prompt when responding to my questions. I would highly recommend family and friends for this Stay 🙂🙂.
6623339,231759958,2018/2/2,David,"Such a great space, very comfortable and very clean. The designated off street parking was a bonus! We walked all over - restaurants, bars, shops.... this place is perfectly located. I’ll search this place out again the next time I’m staying in Albany. And the hosts were very easy and pleasant to deal with."
33558235,5.22E+17,2021/12/21,Michelle,"Earl was an exceptional host, his response time & communication was quick & complete.  there was a few small issues with the rental & the pictures i felt were a bit outdated but he immediately addressed anything I brought to his attention.  he was also so kind & flexible to allow my luggage to remain in the rental after checkout time so I would not have to drag them along to visit my son at the U of A campus"
12799126,713006886,2020/12/2,Mohammad,It was a great experience with the host. Amazing hospitality and great place to commute all areas of the city. I'll stay again.
8915877,251814805,2018/4/8,Corey,Great place to stay. Overall excellent experience. Very close to the Capital Center which was the reason for our trip. Would definitely stay again
22431640,6.33E+17,2022/5/22,Julie,we had a good time exploring Albany
40491172,6.99E+17,2022/8/22,Christina,"Allen’s place was spacious, clean and updated. we were very comfortable. we appreciated all the ceiling fans. the location was very convenient to restaurants and stores. Allen was super-responsive."
35914565,3.99E+17,2021/7/4,Josue,"We really loved the place and the free parking spot makes it even better. We would definitely come back and recommend it, Diana is also super responsive. Regarding the TV, make sure you download the app and turn on the TV before trying to connect the app to the TV, it took us like 10 min to get it. We loved it."
7.01E+17,7.25E+17,2022/9/26,Jacob,Very clean and convenient.  Accurate description.  Great park for kids across the street.
50639032,7.54E+17,2022/11/5,Jie,We had a great stay for two weeks. The house is super clean. The bed and shower are great. The neighborhood is quiet. Would recommend this place to anyone who needs to stay for a couple of nights near UAlbany.
52615364,5.51E+17,2022/1/29,Greyskel,"Chris was a great host! Responded very quickly, and was very accommodating to my needs/requests. Check-in instructions were super detailed and helpful. The apartment is beautiful, very spacious with high ceilings, but it does get cold when the temperature drops too low. The mattress is weak in the middle and it felt like I was sinking in the bed. The location is great in the middle of downtown Albany near bars and restaurants, but parking was bad because you have to pay and it can get expensive if you stay there long term. <br/>Chris did recommend a few garages near the apartment, but they didn’t work for me. <br/>I definitely recommend Chris as a host! <br/><br/>Ps: next door neighbor plays really loud music. 😩"
24655782,764264603,2021/5/30,Adele,The place was the perfect size and it was all we needed. My only issue was my daughter stepping on a small piece of glass in the living room. Jake promptly responded to my text about it and said he’d have it addressed. Really not a big deal though and we enjoyed our stay.
28868857,530195604,2019/9/15,Erinn Elisabeth,Great location if you are visiting downtown Albany. The building is safe and easy to access with the app on your phone. I enjoyed the set up when you walk in the building the hallway is labeled as to where the rooms are located. It’s very clean and well lit. I stayed on a Saturday night until Sunday. There was hotplate I used to cook on. The host answers very quickly if you have questions.
9005989,8.34E+17,2023/2/24,Jb,Great location for our needs.
5651579,276745437,2018/6/14,Lori,right across the street from the capitol.
13711253,216366960,2017/12/3,Shekeisha,"During my travels I have been most fortunate to have met Adam. This gentleman epitomizes graciousness, and thoughtfulness. Every visit to his establishment has been a wonderful experience. Unfortunately, my time in the Albany/Troy area has come to an end. However, Adam has left an indelible mark. There are people in the world to whom you have to give thanks too. Adam is one of those people. Thank you Adam! It was a pleasure to have met your acquaintance."
33558235,6.59E+17,2022/6/27,Krista,Nice spot !
47345872,737256870,2021/3/7,Faith,"Beautiful place, perfect spot for a foodie. Very spacious with tons of updated appliances and amenities. Would definitely book again. Also the host is very versed in handling situations and her listings, was very impressed with her communication and flexibility. Definitely a great find."
28722270,548447215,2019/10/17,�?Earl's house is really nice and clean in a great location. We hoped we could stay longer there.,
54150131,6.59E+17,2022/6/27,Kate,The place exceeded expectations and was an excellent choice. We are hopeful to recreate this vacation and I hope that we can rebook with Jared.
54369240,8.76E+17,2023/4/23,Sofi,Allen's place was great for a few days in Albany! The apartment looks just like the pictures and Allen was very quick to respond to our questions.
51579900,5.93E+17,2022/3/28,Andrea,"It was a pleasure to have been a guest!! It was just want I needed!! The unit was quiet, comfortable, modern,  clean, and had great lighting. I appreciated the hospitality and having been supplied the additional blanket which served well for time movie watching on the sofa. The washer & dryer in the unit were an extra plus so that I could attend to my laundry before packing up. Initially I had a bit of hesitation upon arrival as it related to the neighborhood but things proved to be quiet and safe. It’s a bit of an older neighborhood but the host and the apartment itself were worth it! I look forward to visiting in the future!"
50171851,4.56E+17,2021/9/21,Sivan,Great location and beautiful decorations!
30189794,551644091,2019/10/20,Diane,Awesome clean comfortable highly recommended. stayed twice.
16531782,8.40E+17,2023/3/4,Ebony,Elizabeth’s place was very cozy and made me feel at home! She gave clear and precise directions to find the house and how to obtain the key and enter the house! Definitely recommend staying here when in the Albany area!
